Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M
TCGA-77-6842-01	6	15	183	90	12	17	11	8	39	50	29	0	0
TCGA-77-6843-01	9	1	31	23	4	9	14	8	29	25	52	6	13
TCGA-77-6844-01	5	28	55	47	9	5	13	12	24	17	30	1	0
TCGA-77-6845-01	12	4	56	62	7	0	11	2	23	16	57	5	37
TCGA-77-7139-01	10	5	74	46	19	17	4	6	6	20	18	0	11
TCGA-77-7140-01	5	16	0	29	13	10	2	8	31	16	89	1	9
TCGA-77-7141-01	25	21	144	115	66	15	21	44	292	37	85	7	0
TCGA-77-7142-01	17	7	92	72	17	39	19	10	24	25	9	0	0
TCGA-77-7335-01	6	19	51	40	23	13	23	9	57	17	30	4	0
TCGA-77-7337-01	17	15	140	69	22	16	13	2	32	29	62	8	0
TCGA-77-7338-01	2	4	42	13	10	18	0	11	34	16	21	0	0
TCGA-77-7463-01	12	13	165	148	13	9	16	5	30	34	41	2	0
TCGA-77-7465-01	16	17	180	93	5	18	16	10	21	21	70	5	10
TCGA-77-8007-01	2	3	34	25	8	9	18	0	6	7	0	1	6
TCGA-77-8008-01	4	12	71	57	5	2	16	0	1	17	13	5	17
TCGA-77-8009-01	12	10	15	33	24	12	11	5	9	19	37	5	20
TCGA-77-8128-01	12	5	94	103	17	22	22	0	15	31	54	3	0
TCGA-77-8130-01	6	9	38	42	7	26	2	2	7	21	48	0	18
TCGA-77-8131-01	2	9	0	15	0	4	4	1	17	12	21	0	2
TCGA-77-8133-01	14	25	218	111	12	33	0	12	11	21	14	0	0
TCGA-77-8136-01	21	14	30	82	76	9	8	22	222	13	63	3	0
TCGA-77-8138-01	5	5	35	18	1	10	0	5	6	13	27	1	0
TCGA-77-8139-01	5	14	63	47	7	23	2	12	24	20	42	4	0
TCGA-77-8140-01	7	12	154	81	34	9	0	17	49	16	74	4	0
TCGA-77-8143-01	2	11	36	36	2	13	7	7	14	17	35	2	1
TCGA-77-8144-01	15	18	196	105	18	15	12	7	27	35	32	2	0
TCGA-77-8145-01	7	8	12	16	2	12	9	3	22	19	29	1	10
TCGA-77-8146-01	6	18	58	34	7	8	2	6	9	11	45	0	0
TCGA-77-8148-01	11	18	108	44	10	26	29	14	7	24	37	1	0
TCGA-77-8150-01	0	5	28	34	5	16	14	2	9	1	23	0	12
TCGA-77-8153-01	5	11	41	49	3	11	17	0	16	38	28	3	0
TCGA-77-8154-01	10	8	99	38	18	15	13	2	7	9	29	1	7
TCGA-77-8156-01	11	14	54	66	2	20	6	3	13	15	38	4	25
TCGA-77-A5FZ-01	0	0	1	0	0	0	0	0	0	0	0	0	0
TCGA-77-A5G1-01	4	2	75	40	10	4	2	3	8	13	27	0	13
TCGA-77-A5G3-01	34	44	270	201	36	44	13	4	77	7	45	1	0
TCGA-77-A5G6-01	11	10	250	185	13	17	32	5	23	13	53	2	0
TCGA-77-A5G7-01	0	3	44	10	9	11	0	6	6	20	11	4	4
TCGA-77-A5G8-01	16	16	79	53	4	22	8	0	14	24	42	0	0
TCGA-77-A5GA-01	7	10	71	30	9	16	28	6	11	4	2	0	0
TCGA-77-A5GB-01	15	1	7	7	29	11	11	1	51	14	24	0	0
TCGA-77-A5GF-01	7	7	43	25	8	10	2	5	16	4	18	1	0
TCGA-77-A5GH-01	14	12	44	69	31	9	22	12	47	24	54	5	0
TCGA-79-5596-01	6	14	73	63	6	11	12	0	7	18	41	0	0
TCGA-85-6175-01	2	0	13	0	4	9	10	7	1	0	8	0	0
TCGA-85-6560-01	16	8	146	90	7	39	23	4	42	52	77	14	0
TCGA-85-6561-01	12	9	87	53	21	12	0	7	36	15	48	5	0
TCGA-85-6798-01	7	10	74	51	8	22	9	9	36	29	64	7	15
TCGA-85-7696-01	17	15	59	38	18	11	33	10	19	21	22	0	0
TCGA-85-7697-01	16	17	119	65	22	21	0	5	20	30	25	2	0
TCGA-85-7698-01	7	12	49	7	9	14	1	0	20	11	18	1	18
TCGA-85-7699-01	2	9	55	35	9	11	26	0	12	24	42	2	16
TCGA-85-7710-01	7	12	73	22	28	14	8	0	32	20	27	0	1
TCGA-85-7843-01	4	14	92	37	12	15	9	2	46	23	15	3	21
TCGA-85-7844-01	6	12	47	46	2	15	11	0	4	29	31	2	11
TCGA-85-7950-01	8	13	66	102	25	14	6	6	36	27	19	6	0
TCGA-85-8048-01	9	4	33	32	8	12	18	1	9	13	13	0	0
TCGA-85-8049-01	7	10	94	52	14	15	10	10	13	15	5	7	15
TCGA-85-8052-01	5	12	54	12	6	17	5	2	7	21	9	6	0
TCGA-85-8070-01	3	11	103	48	12	16	8	4	23	18	27	4	0
TCGA-85-8071-01	9	26	181	117	22	25	3	2	21	21	49	6	0
TCGA-85-8072-01	3	18	34	34	11	10	30	0	10	24	44	9	0
TCGA-85-8276-01	8	23	102	57	8	11	5	8	33	49	41	5	1
TCGA-85-8277-01	13	18	96	35	34	16	17	0	18	14	38	2	0
TCGA-85-8287-01	5	15	89	56	16	9	18	2	25	38	37	7	0
TCGA-85-8288-01	6	18	100	43	13	26	34	3	15	16	21	10	0
TCGA-85-8350-01	17	15	111	126	27	23	0	2	23	9	43	4	0
TCGA-85-8351-01	2	4	39	25	6	23	3	0	13	17	21	2	32
TCGA-85-8352-01	11	14	125	70	7	8	5	12	38	7	27	1	2
TCGA-85-8353-01	6	10	91	34	10	17	1	0	8	22	20	3	0
TCGA-85-8354-01	10	2	37	33	28	8	27	11	45	23	47	0	0
TCGA-85-8355-01	5	14	93	48	18	0	21	2	3	17	38	0	23
TCGA-85-8479-01	9	9	43	10	8	15	24	2	4	16	8	0	0
TCGA-85-8481-01	5	21	105	122	10	15	13	2	23	44	23	5	0
TCGA-85-8580-01	8	5	142	71	2	14	6	21	7	32	31	3	0
TCGA-85-8582-01	11	4	125	149	3	16	6	1	22	2	33	5	17
TCGA-85-8584-01	4	19	124	114	15	5	8	8	21	1	9	2	0
TCGA-85-8664-01	8	2	83	63	12	15	16	6	21	18	33	4	0
TCGA-85-8666-01	12	13	99	61	9	7	2	6	25	19	27	4	12
TCGA-85-A4CL-01	86	26	9	61	319	15	14	55	377	0	72	0	0
TCGA-85-A4CN-01	3	7	86	48	11	7	25	0	7	26	15	2	2
TCGA-85-A4JB-01	17	23	222	156	14	7	10	3	25	41	62	6	0
TCGA-85-A4JC-01	17	6	86	50	33	1	19	5	62	18	27	1	0
TCGA-85-A4PA-01	0	0	0	3	0	5	4	0	0	0	0	1	0
TCGA-85-A4QQ-01	16	18	28	31	64	9	2	30	140	22	31	5	0
TCGA-85-A4QR-01	11	8	79	18	15	31	12	9	33	34	19	10	0
TCGA-85-A50M-01	2	5	24	26	10	4	17	3	5	1	5	2	0
TCGA-85-A50Z-01	6	30	210	155	15	11	0	0	50	44	50	0	0
TCGA-85-A510-01	8	10	44	70	0	9	8	0	6	1	29	0	0
TCGA-85-A511-01	4	9	57	85	15	0	15	8	17	12	32	2	8
TCGA-85-A512-01	7	7	36	35	15	5	1	1	24	19	36	5	9
TCGA-85-A513-01	1	6	0	0	1	5	0	1	1	0	11	2	0
TCGA-85-A53L-01	2	8	84	49	1	5	17	1	10	7	60	0	0
TCGA-85-A5B5-01	7	13	204	117	11	5	23	4	10	17	54	1	0
TCGA-90-7766-01	2	3	42	17	16	8	11	0	9	15	11	0	1
TCGA-90-7767-01	5	5	26	33	16	4	18	0	4	10	17	0	0
TCGA-90-7769-01	19	28	161	207	25	21	15	7	19	28	92	4	3
TCGA-90-7964-01	27	26	137	144	54	7	14	16	73	36	61	0	0
TCGA-90-A4ED-01	1040	1327	0	0	214	0	0	158	1	0	0	0	0
TCGA-90-A4EE-01	28	21	112	58	64	21	4	9	79	30	27	0	0
TCGA-90-A59Q-01	2	16	117	142	5	17	2	5	5	0	43	0	0
TCGA-92-7340-01	21	12	119	105	34	6	62	6	113	43	34	1	1
TCGA-92-7341-01	5	13	47	27	10	34	12	11	8	30	17	1	0
TCGA-92-8063-01	4	31	174	101	2	4	8	7	24	30	53	2	0
TCGA-92-8064-01	12	13	86	48	6	19	10	1	9	14	22	0	33
TCGA-92-8065-01	33	2	18	3	102	4	20	17	146	0	11	0	0
TCGA-94-7033-01	9	9	0	8	2	11	14	3	46	11	42	1	0
TCGA-94-7557-01	16	7	9	0	17	9	8	6	31	13	10	0	13
TCGA-94-7943-01	28	1	36	25	47	4	16	16	55	2	22	0	1
TCGA-94-8035-01	8	8	70	52	23	20	1	7	21	13	27	1	0
TCGA-94-8490-01	18	35	231	82	22	243	46	7	56	338	18	38	0
TCGA-94-8491-01	19	10	186	100	31	17	14	2	91	29	165	15	0
TCGA-94-A4VJ-01	11	18	131	167	13	15	25	3	36	23	64	6	0
TCGA-94-A5I4-01	6	17	106	63	11	14	18	7	15	26	26	4	0
TCGA-94-A5I6-01	8	11	56	54	8	15	11	0	16	19	12	4	0
TCGA-96-7544-01	13	0	175	92	14	20	11	19	66	45	37	6	0
TCGA-96-7545-01	5	5	31	20	7	4	9	10	6	25	14	6	7
TCGA-96-8169-01	2	16	87	22	0	2	29	5	14	24	11	2	0
TCGA-96-8170-01	10	6	66	77	30	12	0	11	53	23	41	2	0
TCGA-96-A4JK-01	22	28	135	151	41	30	12	14	56	18	116	3	8
TCGA-96-A4JL-01	6	1	3	0	3	19	22	9	1	0	8	0	0
TCGA-98-7454-01	9	9	95	65	18	4	12	6	24	3	15	1	0
TCGA-98-8020-01	2	0	22	0	16	12	12	10	26	0	18	0	0
TCGA-98-8021-01	101	7	151	86	346	17	10	58	457	17	39	1	0
TCGA-98-8022-01	4	13	90	28	3	13	24	18	51	19	29	5	10
TCGA-98-8023-01	15	0	98	41	6	6	10	1	11	31	15	0	17
TCGA-98-A538-01	22	24	253	245	48	11	19	12	74	14	112	4	4
TCGA-98-A539-01	14	12	57	53	16	12	0	0	25	11	26	1	1
TCGA-98-A53A-01	7	23	107	125	10	11	10	4	23	34	28	9	0
TCGA-98-A53B-01	6	6	62	12	11	6	15	3	20	29	18	2	0
TCGA-98-A53C-01	0	0	0	0	0	0	0	0	0	2	0	0	2
TCGA-98-A53H-01	1	1	17	16	0	0	1	0	1	0	0	0	0
TCGA-98-A53I-01	12	24	174	86	24	19	22	0	33	16	47	7	25
TCGA-98-A53J-01	8	2	44	15	29	5	17	4	6	7	6	1	0
TCGA-J1-A4AH-01	9	13	38	30	27	0	23	12	33	15	22	8	4
TCGA-L3-A4E7-01	0	7	55	22	3	13	0	1	3	16	6	0	0
TCGA-L3-A524-01	6	8	183	103	3	17	5	11	15	33	50	0	0
TCGA-LA-A446-01	12	25	141	102	26	10	14	16	28	8	26	3	8
TCGA-LA-A7SW-01	1	0	0	2	10	13	14	5	26	13	26	13	0
TCGA-MF-A522-01	56	7	100	55	197	26	16	31	192	30	39	7	0
TCGA-NC-A5HD-01	16	16	195	123	2	8	9	1	45	28	91	7	25
TCGA-NC-A5HE-01	4	22	31	84	9	10	0	7	19	23	29	1	14
TCGA-NC-A5HF-01	3	6	111	74	5	18	9	5	25	18	40	1	0
TCGA-NC-A5HG-01	56	116	172	75	72	33	3	0	90	45	112	12	0
TCGA-NC-A5HH-01	10	20	131	95	11	4	29	5	16	31	36	2	46
TCGA-NC-A5HI-01	5	15	152	164	38	3	33	13	53	25	32	7	4
TCGA-NC-A5HJ-01	9	9	171	179	3	11	8	12	21	17	65	0	0
TCGA-NC-A5HK-01	2	10	141	90	8	14	0	9	11	11	45	1	0
TCGA-NC-A5HL-01	9	9	70	33	16	12	20	0	13	16	45	5	22
TCGA-NC-A5HM-01	16	0	129	53	4	9	6	0	22	15	52	2	46
TCGA-NC-A5HN-01	30	57	217	132	22	16	25	2	26	56	116	7	34
TCGA-NC-A5HO-01	6	16	104	59	6	9	11	0	26	37	22	2	10
TCGA-NC-A5HP-01	21	1	152	157	22	6	25	4	50	21	45	3	3
TCGA-NC-A5HQ-01	11	20	164	100	13	22	19	7	23	22	26	1	0
TCGA-NC-A5HR-01	9	15	168	91	4	4	15	7	18	25	45	6	2
TCGA-NC-A5HT-01	14	33	124	115	7	23	6	12	20	6	47	7	0
TCGA-NK-A5CR-01	18	26	113	89	16	12	13	0	25	32	31	7	0
TCGA-NK-A5CT-01	5	21	143	88	29	19	8	14	49	18	12	1	0
TCGA-NK-A5CX-01	2	7	53	85	1	3	12	4	6	15	27	0	0
TCGA-NK-A5D1-01	7	14	40	10	8	13	9	6	13	5	26	0	9
TCGA-NK-A7XE-01	12	0	0	4	38	5	7	1	49	12	0	0	4
TCGA-O2-A52N-01	22	3	200	158	18	24	0	13	61	27	101	3	5
TCGA-O2-A52Q-01	34	8	478	422	76	34	1	23	120	0	29	0	0
TCGA-O2-A52S-01	20	21	108	95	40	20	7	16	63	8	70	3	0
TCGA-O2-A52V-01	6	15	107	89	11	8	4	17	9	14	28	5	19
TCGA-O2-A52W-01	10	0	19	27	9	17	3	0	5	23	17	0	0
TCGA-O2-A5IB-01	4	17	98	83	7	1	0	5	12	35	45	0	7
TCGA-XC-AA0X-01	4	18	79	35	15	12	0	5	15	27	6	3	12
TCGA-3M-AB46-01	5	5	5	22	11	26	9	4	21	9	53	4	24
TCGA-3M-AB47-01	2	6	18	0	1	26	43	13	0	0	0	7	25
TCGA-B7-5816-01	20	21	0	122	7	383	346	52	0	394	0	62	0
TCGA-B7-5818-01	29	27	27	0	43	41	44	8	1	33	69	98	74
TCGA-B7-A5TI-01	6	7	0	43	2	267	227	38	13	86	0	4	0
TCGA-B7-A5TJ-01	9	4	15	0	0	91	103	22	3	0	0	55	10
TCGA-B7-A5TK-01	1	0	0	6	5	14	35	1	8	0	0	0	0
TCGA-B7-A5TN-01	0	0	10	1	3	5	33	15	1	0	27	5	0
TCGA-BR-4183-01	4	4	0	0	0	13	35	5	2	1	1	5	0
TCGA-BR-4184-01	51	0	0	0	27	3818	0	27	0	180	0	16	18
TCGA-BR-4187-01	1	0	3	0	1	13	11	7	2	0	0	0	0
TCGA-BR-4188-01	2	0	0	0	0	23	64	2	3	0	4	5	0
TCGA-BR-4191-01	22	4	0	45	12	23	7	8	21	9	86	5	12
TCGA-BR-4201-01	15	22	0	29	7	539	495	101	1	264	22	2	0
TCGA-BR-4253-01	3	8	0	0	5	14	23	8	6	5	17	14	1
TCGA-BR-4255-01	3	3	0	0	1	11	24	6	0	5	8	2	11
TCGA-BR-4256-01	13	30	0	87	20	345	287	27	4	262	0	62	0
TCGA-BR-4257-01	8	36	0	83	1	347	327	87	0	311	0	33	0
TCGA-BR-4267-01	3	0	9	3	1	6	11	7	11	3	41	12	0
TCGA-BR-4279-01	1	3	0	2	0	9	19	15	2	8	1	1	0
TCGA-BR-4280-01	11	12	0	77	4	265	113	11	1	205	4	69	0
TCGA-BR-4292-01	11	0	0	0	0	562	717	109	0	86	0	11	0
TCGA-BR-4294-01	1	4	10	0	1	9	0	0	0	3	7	0	4
TCGA-BR-4357-01	13	11	35	19	19	19	30	15	40	23	24	71	0
TCGA-BR-4361-01	44	77	0	0	39	608	501	82	5	1512	0	11	62
TCGA-BR-4362-01	17	0	0	28	2	537	570	45	2	354	0	154	0
TCGA-BR-4363-01	4	0	0	12	0	186	188	36	0	135	7	18	0
TCGA-BR-4366-01	5	12	14	1	3	27	42	3	14	8	31	19	0
TCGA-BR-4368-01	20	27	0	40	13	512	468	58	8	279	0	9	0
TCGA-BR-4369-01	11	4	6	3	14	41	32	16	13	0	6	87	0
TCGA-BR-4370-01	20	0	0	14	13	464	522	106	0	73	0	10	0
TCGA-BR-4371-01	5	2	8	0	11	53	85	20	5	0	0	14	0
TCGA-BR-6452-01	119	209	0	146	90	1554	621	132	14	2625	159	156	302
TCGA-BR-6453-01	4	3	0	2	7	36	38	2	1	0	0	133	0
TCGA-BR-6454-01	1	3	8	5	5	20	27	9	11	7	26	25	32
TCGA-BR-6455-01	1	15	12	0	3	41	33	5	2	2	0	1	0
TCGA-BR-6456-01	0	2	14	4	1	0	14	1	2	6	0	2	1
TCGA-BR-6457-01	0	4	8	0	5	16	44	8	1	0	11	35	9
TCGA-BR-6458-01	3	2	2	0	4	34	52	7	9	0	11	251	0
TCGA-BR-6563-01	3	0	0	0	1	19	37	5	0	3	0	11	7
TCGA-BR-6564-01	3	0	6	4	2	9	4	9	4	0	0	0	0
TCGA-BR-6565-01	7	3	8	1	1	19	26	17	13	17	57	7	0
TCGA-BR-6566-01	16	16	0	108	4	378	212	46	0	220	0	48	0
TCGA-BR-6705-01	1	0	1	0	6	12	43	5	4	1	18	25	0
TCGA-BR-6706-01	4	5	11	0	4	18	29	9	0	21	1	141	0
TCGA-BR-6707-01	1	2	7	1	6	22	38	6	1	0	4	0	2
TCGA-BR-6709-01	1	7	0	0	3	12	0	2	3	8	11	6	0
TCGA-BR-6801-01	4	6	0	0	3	5	30	7	4	2	0	0	0
TCGA-BR-6802-01	9	11	7	0	2	333	25	23	3	95	0	16	0
TCGA-BR-6803-01	1	0	3	3	0	1	9	1	1	0	0	0	0
TCGA-BR-6852-01	21	18	0	75	2	511	216	53	2	221	0	53	0
TCGA-BR-7196-01	4	7	19	3	1	13	19	0	5	0	10	5	0
TCGA-BR-7197-01	5	13	4	0	4	33	68	18	6	0	0	73	0
TCGA-BR-7703-01	6	9	0	48	5	250	275	40	12	111	4	17	0
TCGA-BR-7704-01	18	2	64	34	25	20	51	8	31	12	63	98	23
TCGA-BR-7707-01	14	11	0	66	9	537	435	75	0	318	0	63	0
TCGA-BR-7715-01	3	7	16	6	3	36	43	19	2	6	4	22	0
TCGA-BR-7716-01	10	0	12	16	27	13	14	4	41	5	10	17	26
TCGA-BR-7717-01	3	3	4	0	3	35	55	11	9	4	19	32	0
TCGA-BR-7722-01	1	3	9	0	2	15	17	6	2	3	0	0	0
TCGA-BR-7723-01	11	0	22	5	8	12	59	0	2	19	3	67	0
TCGA-BR-7851-01	4	26	0	71	7	542	591	105	0	219	0	6	0
TCGA-BR-7901-01	12	0	17	4	13	21	41	6	16	9	35	51	4
TCGA-BR-7957-01	6	0	5	2	0	11	17	7	0	0	11	2	0
TCGA-BR-7958-01	11	5	16	9	10	22	31	5	8	2	46	39	4
TCGA-BR-7959-01	3	5	0	0	6	24	26	12	7	1	23	18	0
TCGA-BR-8058-01	1	2	5	0	4	5	6	2	6	10	13	6	0
TCGA-BR-8059-01	12	21	0	86	0	184	184	28	24	98	116	73	10
TCGA-BR-8060-01	11	19	6	14	16	8	53	0	9	21	38	86	0
TCGA-BR-8077-01	6	0	14	0	1	29	35	14	10	4	20	8	0
TCGA-BR-8078-01	5	0	0	68	12	628	458	106	0	288	0	39	0
TCGA-BR-8080-01	0	0	25	7	0	45	43	11	9	7	10	53	13
TCGA-BR-8081-01	15	0	0	63	6	402	327	56	0	130	0	23	0
TCGA-BR-8284-01	10	0	6	18	6	142	155	28	4	19	0	13	0
TCGA-BR-8285-01	10	1	14	0	2	22	45	4	0	0	0	18	4
TCGA-BR-8286-01	8	9	17	0	10	36	26	4	2	3	16	28	9
TCGA-BR-8289-01	7	5	17	16	5	26	38	12	9	11	17	76	0
TCGA-BR-8291-01	0	0	0	0	0	3	5	0	2	0	8	3	11
TCGA-BR-8295-01	0	0	1	0	0	10	3	6	7	3	16	11	0
TCGA-BR-8296-01	0	0	2	0	7	22	37	6	8	0	8	0	0
TCGA-BR-8297-01	4	10	21	0	5	47	43	3	15	13	7	123	0
TCGA-BR-8360-01	10	14	0	56	4	451	266	61	6	117	0	15	0
TCGA-BR-8361-01	19	36	0	40	10	610	583	106	8	285	0	43	0
TCGA-BR-8363-01	22	30	0	86	15	418	317	60	0	296	7	79	0
TCGA-BR-8364-01	1	3	3	0	0	1	7	2	2	4	1	1	0
TCGA-BR-8365-01	1	0	0	3	3	0	19	3	0	0	0	0	0
TCGA-BR-8366-01	12	11	19	0	4	34	21	2	2	17	0	75	13
TCGA-BR-8367-01	1	0	3	0	2	25	22	5	2	0	8	7	0
TCGA-BR-8368-01	1	2	0	25	3	392	474	57	0	101	0	18	0
TCGA-BR-8369-01	6	14	24	11	3	44	64	7	6	5	8	64	0
TCGA-BR-8370-01	4	0	27	16	3	28	53	1	3	0	0	7	0
TCGA-BR-8371-01	3	0	0	0	1	1	11	0	0	6	0	3	0
TCGA-BR-8372-01	15	16	0	64	0	374	281	62	0	597	0	35	0
TCGA-BR-8373-01	0	1	0	2	6	17	32	12	4	9	11	11	8
TCGA-BR-8380-01	3	0	0	0	2	25	33	12	1	0	8	7	0
TCGA-BR-8381-01	8	2	19	0	8	34	50	0	2	0	15	5	20
TCGA-BR-8382-01	7	0	0	66	2	384	338	50	1	145	0	32	0
TCGA-BR-8384-01	6	0	0	5	0	11	18	0	1	0	9	12	0
TCGA-BR-8483-01	3	6	40	2	1	43	37	6	1	0	0	15	0
TCGA-BR-8484-01	3	5	11	0	2	15	23	7	4	3	9	13	5
TCGA-BR-8485-01	5	11	8	0	6	11	34	5	8	20	16	264	0
TCGA-BR-8486-01	3	4	7	1	2	15	15	0	2	8	4	0	7
TCGA-BR-8487-01	28	46	0	250	28	966	921	105	0	849	0	0	0
TCGA-BR-8588-01	1	7	15	1	2	28	61	4	2	3	2	25	0
TCGA-BR-8589-01	13	4	27	0	16	10	27	0	0	81	27	1097	87
TCGA-BR-8590-01	2	0	0	9	7	13	44	0	5	0	8	67	0
TCGA-BR-8591-01	18	46	0	136	11	503	439	61	0	368	0	45	0
TCGA-BR-8592-01	0	3	0	0	0	8	24	5	0	2	0	1	0
TCGA-BR-8676-01	4	1	11	2	5	16	27	6	2	0	6	13	6
TCGA-BR-8677-01	6	2	3	3	7	4	36	9	1	0	13	0	0
TCGA-BR-8678-01	4	1	7	13	11	22	34	20	10	0	8	6	0
TCGA-BR-8679-01	2	2	11	0	13	58	59	3	8	0	8	20	16
TCGA-BR-8680-01	60	0	0	0	0	930	0	2717	10	100	0	548	3447
TCGA-BR-8682-01	1	0	0	0	3	20	42	13	2	0	0	3	0
TCGA-BR-8683-01	5	10	25	11	5	32	59	6	3	9	17	3	2
TCGA-BR-8686-01	3	1	23	8	13	26	43	7	1	0	8	5	0
TCGA-BR-8687-01	5	12	19	1	6	8	28	2	2	7	1	135	7
TCGA-BR-8690-01	1	7	21	12	3	39	33	10	14	12	12	16	13
TCGA-BR-A44T-01	1	0	2	0	0	4	9	5	0	2	0	0	0
TCGA-BR-A44U-01	1	4	0	3	2	19	57	4	1	0	6	14	0
TCGA-BR-A452-01	8	7	5	0	6	10	16	9	18	0	10	42	0
TCGA-BR-A453-01	3	6	7	14	0	30	14	4	0	5	0	0	3
TCGA-BR-A4CQ-01	9	14	32	0	1	26	71	8	10	1	22	14	16
TCGA-BR-A4CR-01	4	2	0	10	2	13	21	0	0	4	15	3	11
TCGA-BR-A4CS-01	6	10	0	12	6	31	52	14	11	0	24	9	19
TCGA-BR-A4IU-01	1	0	1	0	0	5	9	7	0	4	0	1	0
TCGA-BR-A4IV-01	1	2	6	5	3	7	4	0	0	3	3	6	0
TCGA-BR-A4IY-01	2	0	16	14	4	26	54	7	14	7	40	3	0
TCGA-BR-A4IZ-01	0	0	0	0	0	5	10	3	0	0	0	2	0
TCGA-BR-A4J1-01	0	0	0	2	6	19	15	8	3	0	30	4	0
TCGA-BR-A4J2-01	1	0	5	0	0	18	36	8	0	0	0	2	0
TCGA-BR-A4J4-01	4	6	0	8	0	12	60	3	2	1	5	0	0
TCGA-BR-A4J5-01	1	0	18	0	0	20	54	2	0	2	2	16	0
TCGA-BR-A4J6-01	3	0	16	3	2	2	5	0	0	2	5	1	0
TCGA-BR-A4J7-01	1	4	3	0	1	30	21	5	0	0	0	3	0
TCGA-BR-A4J8-01	1	0	3	0	10	32	37	13	0	2	9	8	0
TCGA-BR-A4J9-01	1	0	1	2	2	7	25	2	0	0	5	3	0
TCGA-BR-A4PD-01	6	5	30	0	8	12	15	4	4	15	0	83	11
TCGA-BR-A4PE-01	7	17	38	4	7	62	66	8	5	0	7	34	0
TCGA-BR-A4PF-01	4	4	12	5	3	25	27	1	5	4	12	5	12
TCGA-BR-A4QI-01	10	0	21	2	10	32	25	9	4	0	17	20	0
TCGA-BR-A4QL-01	27	6	0	17	6	783	785	129	8	163	0	28	0
TCGA-BR-A4QM-01	4	8	7	2	3	30	21	11	2	6	10	19	0
TCGA-CD-5798-01	4	0	18	0	3	30	23	10	4	0	4	12	12
TCGA-CD-5799-01	0	2	10	1	1	19	12	6	0	0	4	2	0
TCGA-CD-5800-01	11	7	0	1	29	52	46	16	8	0	27	6	0
TCGA-CD-5801-01	19	5	17	5	25	18	70	23	0	39	31	208	85
TCGA-CD-5802-01	1	3	0	3	12	6	20	1	3	3	7	0	5
TCGA-CD-5803-01	0	0	12	0	3	11	5	2	1	0	10	1	0
TCGA-CD-5804-01	0	5	9	0	4	21	34	6	5	4	0	1	0
TCGA-CD-5813-01	4	0	26	0	8	34	46	8	11	16	35	11	24
TCGA-CD-8524-01	4	8	16	3	3	46	69	10	1	1	14	15	0
TCGA-CD-8525-01	3	0	0	1	7	15	11	14	17	3	20	8	0
TCGA-CD-8526-01	1	2	10	0	0	20	11	5	3	0	3	2	0
TCGA-CD-8527-01	4	11	18	10	3	91	89	17	8	23	11	23	0
TCGA-CD-8528-01	1	7	0	4	0	27	70	10	1	4	7	4	0
TCGA-CD-8529-01	28	13	41	42	27	32	36	7	64	13	158	11	33
TCGA-CD-8530-01	0	1	0	5	9	19	22	3	6	0	11	39	0
TCGA-CD-8531-01	3	14	33	6	6	59	50	10	3	36	65	14	26
TCGA-CD-8532-01	1	0	3	0	5	9	18	4	0	4	4	1	1
TCGA-CD-8533-01	2	7	7	0	5	37	78	14	3	0	0	2	0
TCGA-CD-8534-01	1	2	0	0	10	22	24	0	2	0	4	0	7
TCGA-CD-8535-01	24	12	44	0	17	38	34	16	6	2	24	116	1
TCGA-CD-8536-01	5	10	0	50	0	365	347	50	0	131	0	5	0
TCGA-CD-A486-01	11	2	22	0	4	39	24	6	2	0	1	1	0
TCGA-CD-A487-01	8	9	0	15	15	21	36	8	10	0	17	76	0
TCGA-CD-A489-01	3	2	28	0	9	13	17	6	0	4	0	9	5
TCGA-CD-A48A-01	12	5	18	5	10	35	57	21	6	12	7	94	9
TCGA-CD-A48C-01	2	4	27	9	10	37	46	20	7	0	21	82	7
TCGA-CD-A4MG-01	28	57	0	270	3	977	493	105	0	635	0	30	0
TCGA-CD-A4MH-01	0	4	1	0	7	24	30	0	2	4	16	2	9
TCGA-CD-A4MI-01	8	26	0	137	0	362	270	73	0	205	8	22	0
TCGA-CD-A4MJ-01	6	8	0	48	1	248	228	23	0	145	0	13	0
TCGA-CG-4300-01	4	7	9	5	1	28	55	9	4	6	9	22	4
TCGA-CG-4301-01	3	2	0	0	1	6	20	0	10	0	7	0	15
TCGA-CG-4304-01	1	1	0	0	9	12	16	4	8	7	22	3	0
TCGA-CG-4305-01	17	20	0	96	9	425	380	55	3	263	5	38	0
TCGA-CG-4306-01	17	0	0	53	9	382	541	59	3	128	0	0	0
TCGA-CG-4436-01	5	3	0	0	0	29	65	8	14	0	17	79	0
TCGA-CG-4437-01	21	24	67	36	12	72	66	17	52	31	224	16	11
TCGA-CG-4438-01	1	2	0	9	9	20	42	5	21	12	42	4	4
TCGA-CG-4440-01	6	2	9	9	11	33	12	17	11	4	10	21	8
TCGA-CG-4441-01	1	10	0	7	0	18	46	18	5	1	0	29	0
TCGA-CG-4442-01	11	20	0	110	10	439	378	88	0	511	0	13	0
TCGA-CG-4443-01	7	2	17	7	7	13	9	0	12	5	37	1	0
TCGA-CG-4444-01	7	11	22	0	2	21	31	7	9	0	11	109	0
TCGA-CG-4449-01	7	9	5	0	4	25	7	11	13	12	11	7	0
